City,District,Region,State,Zip
"Alsip, IL",District #31,Central,IL,60803
"Alstead, NH",District #02,East,NH,03602
"Alston, GA",District #09,East,GA,30412
"Alta Vista, IA",District #28,Central,IA,50603
"Alta Vista, KS",District #30,Central,KS,66834
"Alta, CA",District #35,West,CA,95701
"Alta, IA",District #32,Central,IA,51002
"Alta, WY",District #33,West,WY,83414
"Altadena, CA",District #37,West,CA,91001
"Altadena, CA",District #37,West,CA,91003
"Altair, TX",District #23,Central,TX,77412
"Altamahaw, NC",District #08,East,NC,27202
"Altamont, IL",District #17,East,IL,62411
"Altamont, KS",District #21,Central,KS,67330
"Altamont, MO",District #30,Central,MO,64620
"Altamont, NY",District #01,East,NY,12009
"Altamont, TN",District #19,East,TN,37301
"Altamont, UT",District #20,Central,UT,84001
"Altamonte Springs, FL",District #12,East,FL,32701
"Altamonte Springs, FL",District #12,East,FL,32714
"Altamonte Springs, FL",District #12,East,FL,32715
"Altamonte Springs, FL",District #12,East,FL,32716
"Altaville, CA",District #36,West,CA,95221
"Altavista, VA",District #07,East,VA,24517
"Altenburg, MO",District #25,Central,MO,63732
"Altha, FL",District #09,East,FL,32421
"Altheimer, AR",District #25,Central,AR,72004
"Altmar, NY",District #01,East,NY,13302
"Alto Pass, IL",District #25,Central,IL,62905
"Alto, GA",District #09,East,GA,30510
"Alto, MI",District #18,East,MI,49302
"Alto, NM",District #22,Central,NM,88312
"Alto, TX",District #24,Central,TX,75925
"Alton, AL",District #19,East,AL,35015
"Alton, IA",District #32,Central,IA,51003
"Alton, IL",District #29,Central,IL,62002
"Alton, KS",District #21,Central,KS,67623
"Alton, MO",District #25,Central,MO,65606
"Alton, NY",District #06,East,NY,14413
"Alton, UT",District #38,West,UT,84710
"Alton, VA",District #08,East,VA,24520
"Altona, IL",District #29,Central,IL,61414
"Altona, NY",District #01,East,NY,12910
"Altonah, UT",District #20,Central,UT,84002
"Altoona, AL",District #19,East,AL,35952
"Altoona, FL",District #12,East,FL,32702
"Altoona, IA",District #30,Central,IA,50009
"Altoona, KS",District #21,Central,KS,66710
"Altoona, PA",District #13,East,PA,16601
"Altoona, PA",District #13,East,PA,16602
"Altoona, PA",District #13,East,PA,16603
"Altoona, WI",District #26,Central,WI,54720
"Altura, MN",District #28,Central,MN,55910
"Alturas, CA",District #35,West,CA,96101
"Alturas, FL",District #10,East,FL,33820
"Altus Afb, OK",District #22,Central,OK,73523
"Altus, AR",District #25,Central,AR,72821
"Altus, OK",District #22,Central,OK,73521
"Altus, OK",District #22,Central,OK,73522
"Alum Bank, PA",District #13,East,PA,15521
"Alum Bridge, WV",District #13,East,WV,26321
"Alum Creek, WV",District #15,East,WV,25003
"Alva, FL",District #10,East,FL,33920
"Alva, OK",District #21,Central,OK,73717
"Alva, WY",District #32,Central,WY,82711
"Alvada, OH",District #14,East,OH,44802
"Alvadore, OR",District #35,West,OR,97409
"Alvarado, MN",District #32,Central,MN,56710
"Alvarado, TX",District #22,Central,TX,76009
"Alvaton, KY",District #19,East,KY,42122
"Alverda, PA",District #13,East,PA,15710
"Alverton, PA",District #13,East,PA,15612
"Alvin, IL",District #17,East,IL,61811
"Alvin, TX",District #23,Central,TX,77511
"Alvin, TX",District #23,Central,TX,77512
"Alviso, CA",District #36,West,CA,95002
"Alvo, NE",District #30,Central,NE,68304
"Alvord, IA",District #32,Central,IA,51230
"Alvord, TX",District #22,Central,TX,76225
"Alvordton, OH",District #14,East,OH,43501
"Alzada, MT",District #32,Central,MT,59311
"Ama, LA",District #24,Central,LA,70031
"Amado, AZ",District #39,West,AZ,85645
"Amador City, CA",District #35,West,CA,95601
"Amagansett, NY",District #03,East,NY,11930
"Amagon, AR",District #25,Central,AR,72005
"Amalia, NM",District #39,West,NM,87512
"Amana, IA",District #27,Central,IA,52203
"Amana, IA",District #27,Central,IA,52204
"Amanda Park, WA",District #34,West,WA,98526
"Amanda, OH",District #15,East,OH,43102
"Amargosa Valley, NV",District #38,West,NV,89020
"Amarillo, TX",District #21,Central,TX,79101
"Amarillo, TX",District #21,Central,TX,79102
"Amarillo, TX",District #21,Central,TX,79103
"Amarillo, TX",District #21,Central,TX,79104
"Amarillo, TX",District #21,Central,TX,79105
"Amarillo, TX",District #21,Central,TX,79106
"Amarillo, TX",District #21,Central,TX,79107
"Amarillo, TX",District #21,Central,TX,79108
"Amarillo, TX",District #21,Central,TX,79109
"Amarillo, TX",District #21,Central,TX,79110
"Amarillo, TX",District #21,Central,TX,79111
"Amarillo, TX",District #21,Central,TX,79114
"Amarillo, TX",District #21,Central,TX,79116
"Amarillo, TX",District #21,Central,TX,79117
"Amarillo, TX",District #21,Central,TX,79118
"Amarillo, TX",District #21,Central,TX,79119
"Amarillo, TX",District #21,Central,TX,79120
"Amarillo, TX",District #21,Central,TX,79121
"Amarillo, TX",District #21,Central,TX,79124
"Amarillo, TX",District #21,Central,TX,79159
"Amarillo, TX",District #21,Central,TX,79166
"Amarillo, TX",District #21,Central,TX,79168
"Amarillo, TX",District #21,Central,TX,79172
"Amarillo, TX",District #21,Central,TX,79174
"Amarillo, TX",District #21,Central,TX,79178
"Amarillo, TX",District #21,Central,TX,79185
"Amarillo, TX",District #21,Central,TX,79189
"Amasa, MI",District #26,Central,MI,49903
"Amawalk, NY",District #02,East,NY,10501
"Amazonia, MO",District #30,Central,MO,64421
"Amber, OK",District #21,Central,OK,73004
"Amberg, WI",District #26,Central,WI,54102
"Amberson, PA",District #05,East,PA,17210
"Ambia, IN",District #17,East,IN,47917
"Ambler, AK",District #34,West,AK,99786
"Ambler, PA",District #04,East,PA,19002
"Amboy, CA",District #38,West,CA,92304
"Amboy, IL",District #27,Central,IL,61310
"Amboy, IN",District #17,East,IN,46911
"Amboy, MN",District #28,Central,MN,56010
"Amboy, WA",District #34,West,WA,98601
"Ambridge, PA",District #13,East,PA,15003
"Ambrose, GA",District #12,East,GA,31512
"Ambrose, ND",District #32,Central,ND,58833
"Amelia Court House, VA",District #07,East,VA,23002
"Amelia, LA",District #24,Central,LA,70340
"Amelia, NE",District #30,Central,NE,68711
"Amelia, OH",District #16,East,OH,45102
"Amenia, ND",District #32,Central,ND,58004
"Amenia, NY",District #01,East,NY,12501
"American Canyon, CA",District #36,West,CA,94503
"American Falls, ID",District #33,West,ID,83211
"American Fork, UT",District #33,West,UT,84003
"Americus, GA",District #09,East,GA,31719
"Americus, GA",District #12,East,GA,31709
"Americus, KS",District #30,Central,KS,66835
"Amery, WI",District #28,Central,WI,54001
"Ames, IA",District #30,Central,IA,50010
"Ames, IA",District #30,Central,IA,50011
"Ames, IA",District #30,Central,IA,50012
"Ames, IA",District #30,Central,IA,50013
"Ames, IA",District #30,Central,IA,50014
"Ames, NE",District #30,Central,NE,68621
"Ames, OK",District #21,Central,OK,73718
"Amesville, OH",District #15,East,OH,45711
"Amherst Junction, WI",District #26,Central,WI,54407
"Amherst, CO",District #30,Central,CO,80721
"Amherst, MA",District #02,East,MA,01002
"Amherst, MA",District #02,East,MA,01003
"Amherst, MA",District #02,East,MA,01004
"Amherst, NE",District #30,Central,NE,68812
"Amherst, OH",District #14,East,OH,44001
"Amherst, SD",District #32,Central,SD,57421
"Amherst, TX",District #22,Central,TX,79312
"Amherst, VA",District #07,East,VA,24521
"Amherst, WI",District #26,Central,WI,54406
"Amherstdale, WV",District #15,East,WV,25607
"Amidon, ND",District #32,Central,ND,58620
"Amigo, WV",District #15,East,WV,25811
"Amissville, VA",District #07,East,VA,20106
"Amistad, NM",District #22,Central,NM,88410
"Amite, LA",District #24,Central,LA,70422
"Amity, AR",District #25,Central,AR,71921
"Amity, MO",District #30,Central,MO,64422
"Amity, OR",District #34,West,OR,97101
"Amity, PA",District #13,East,PA,15311
"Amityville, NY",District #03,East,NY,11701
"Amlin, OH",District #15,East,OH,43002
"Amma, WV",District #15,East,WV,25005
"Ammon, VA",District #07,East,VA,23822
"Amo, IN",District #17,East,IN,46103
"Amonate, VA",District #15,East,VA,24601
"Amoret, MO",District #30,Central,MO,64722
"Amorita, OK",District #21,Central,OK,73719
"Amory, MS",District #19,East,MS,38821
"Amsterdam, MO",District #30,Central,MO,64723
"Amsterdam, NY",District #01,East,NY,12010
"Amsterdam, OH",District #13,East,OH,43903
"Amston, CT",District #02,East,CT,06231
"Anabel, MO",District #29,Central,MO,63431
"Anacoco, LA",District #24,Central,LA,71403
"Anaconda, MT",District #33,West,MT,59711
"Anacortes, WA",District #34,West,WA,98221
"Anadarko, OK",District #22,Central,OK,73005
"Anaheim, CA",District #37,West,CA,92801
"Anaheim, CA",District #37,West,CA,92802
"Anaheim, CA",District #37,West,CA,92803
"Anaheim, CA",District #37,West,CA,92804
"Anaheim, CA",District #37,West,CA,92805
"Anaheim, CA",District #37,West,CA,92806
"Anaheim, CA",District #37,West,CA,92807
"Anaheim, CA",District #37,West,CA,92808
"Anaheim, CA",District #37,West,CA,92809
"Anaheim, CA",District #37,West,CA,92812
"Anaheim, CA",District #37,West,CA,92814
"Anaheim, CA",District #37,West,CA,92815
"Anaheim, CA",District #37,West,CA,92816
"Anaheim, CA",District #37,West,CA,92817
"Anaheim, CA",District #37,West,CA,92825
"Anaheim, CA",District #37,West,CA,92850
"Anaheim, CA",District #37,West,CA,92899
"Anahuac, TX",District #24,Central,TX,77514
"Anaktuvuk Pass, AK",District #34,West,AK,99721
"Analomink, PA",District #03,East,PA,18320
"Anamoose, ND",District #32,Central,ND,58710
"Anamosa, IA",District #27,Central,IA,52205
"Anatone, WA",District #33,West,WA,99401
"Anawalt, WV",District #15,East,WV,24808
"Anchor Point, AK",District #34,West,AK,99556
"Anchor, IL",District #29,Central,IL,61720
"Anchorage, AK",District #34,West,AK,99501
"Anchorage, AK",District #34,West,AK,99502
"Anchorage, AK",District #34,West,AK,99503
"Anchorage, AK",District #34,West,AK,99504
"Anchorage, AK",District #34,West,AK,99507
"Anchorage, AK",District #34,West,AK,99508
"Anchorage, AK",District #34,West,AK,99509
"Anchorage, AK",District #34,West,AK,99510
"Anchorage, AK",District #34,West,AK,99511
"Anchorage, AK",District #34,West,AK,99513
"Anchorage, AK",District #34,West,AK,99514
"Anchorage, AK",District #34,West,AK,99515
"Anchorage, AK",District #34,West,AK,99516
"Anchorage, AK",District #34,West,AK,99517
"Anchorage, AK",District #34,West,AK,99518
"Anchorage, AK",District #34,West,AK,99519
"Anchorage, AK",District #34,West,AK,99520
"Anchorage, AK",District #34,West,AK,99521
"Anchorage, AK",District #34,West,AK,99522
"Anchorage, AK",District #34,West,AK,99523
"Anchorage, AK",District #34,West,AK,99524
"Anchorage, AK",District #34,West,AK,99529
"Anchorage, AK",District #34,West,AK,99530
"Anchorage, AK",District #34,West,AK,99599
"Anchorage, AK",District #34,West,AK,99695
"Anchorville, MI",District #18,East,MI,48004
"Ancona, IL",District #27,Central,IL,61311
"Ancram, NY",District #01,East,NY,12502
"Ancramdale, NY",District #01,East,NY,12503
"Andale, KS",District #21,Central,KS,67001
"Andalusia, AL",District #09,East,AL,36420
"Andalusia, AL",District #09,East,AL,36421
"Andalusia, IL",District #27,Central,IL,61232
"Anderson Island, WA",District #34,West,WA,98303
"Anderson, AK",District #34,West,AK,99744
"Anderson, AL",District #19,East,AL,35610
"Anderson, CA",District #35,West,CA,96007
"Anderson, IN",District #17,East,IN,46011
"Anderson, IN",District #17,East,IN,46012
"Anderson, IN",District #17,East,IN,46013
"Anderson, IN",District #17,East,IN,46014
"Anderson, IN",District #17,East,IN,46015
"Anderson, IN",District #17,East,IN,46016
"Anderson, IN",District #17,East,IN,46017
"Anderson, IN",District #17,East,IN,46018
"Anderson, MO",District #21,Central,MO,64831
"Anderson, SC",District #11,East,SC,29621
"Anderson, SC",District #11,East,SC,29622
"Anderson, SC",District #11,East,SC,29623
"Anderson, SC",District #11,East,SC,29624
"Anderson, SC",District #11,East,SC,29625
"Anderson, SC",District #11,East,SC,29626
"Anderson, TX",District #23,Central,TX,77830
"Andersonville, GA",District #09,East,GA,31711
"Andersonville, TN",District #19,East,TN,37705
"Andes, NY",District #01,East,NY,13731
"Andover, CT",District #02,East,CT,06232
"Andover, IA",District #27,Central,IA,52701
"Andover, IL",District #27,Central,IL,61233
"Andover, KS",District #21,Central,KS,67002
"Andover, MN",District #28,Central,MN,55304
"Andover, NJ",District #03,East,NJ,07821
"Andover, NY",District #06,East,NY,14806
"Andover, OH",District #13,East,OH,44003
"Andover, SD",District #32,Central,SD,57422
"Andover, VA",District #19,East,VA,24215
"Andreas, PA",District #03,East,PA,18211
"Andrew, IA",District #27,Central,IA,52030
"Andrews Air Force Base, MD",District #07,East,MD,20762
"Andrews, IN",District #17,East,IN,46702
"Andrews, NC",District #19,East,NC,28901
"Andrews, SC",District #11,East,SC,29510
"Andrews, TX",District #22,Central,TX,79714
"Aneta, ND",District #32,Central,ND,58212
"Aneth, UT",District #39,West,UT,84510
"Angel Fire, NM",District #39,West,NM,87710
"Angela, MT",District #33,West,MT,59312
"Angelica, NY",District #06,East,NY,14709
"Angels Camp, CA",District #36,West,CA,95222
"Angelus Oaks, CA",District #38,West,CA,92305
"Angie, LA",District #24,Central,LA,70426
"Angier, NC",District #08,East,NC,27501
"Angle Inlet, MN",District #32,Central,MN,56711
"Angleton, TX",District #23,Central,TX,77515
"Angleton, TX",District #23,Central,TX,77516
"Angola, IN",District #17,East,IN,46703
"Angola, LA",District #24,Central,LA,70712
"Angola, NY",District #06,East,NY,14006
"Angoon, AK",District #34,West,AK,99820
"Angora, MN",District #28,Central,MN,55703
"Angora, NE",District #20,Central,NE,69331
"Anguilla, MS",District #24,Central,MS,38721
"Angwin, CA",District #36,West,CA,94508
"Aniak, AK",District #34,West,AK,99557
"Animas, NM",District #39,West,NM,88020
"Anita, IA",District #32,Central,IA,50020
"Anita, PA",District #13,East,PA,15711
"Aniwa, WI",District #26,Central,WI,54408
"Ankeny, IA",District #30,Central,IA,50021
"Ankeny, IA",District #30,Central,IA,50023
"Anmoore, WV",District #13,East,WV,26323
"Ann Arbor, MI",District #18,East,MI,48103
"Ann Arbor, MI",District #18,East,MI,48104
"Ann Arbor, MI",District #18,East,MI,48105
"Ann Arbor, MI",District #18,East,MI,48106
"Ann Arbor, MI",District #18,East,MI,48107
"Ann Arbor, MI",District #18,East,MI,48108
"Ann Arbor, MI",District #18,East,MI,48109
"Ann Arbor, MI",District #18,East,MI,48113
"Anna Maria, FL",District #10,East,FL,34216
"Anna, IL",District #25,Central,IL,62906
"Anna, OH",District #16,East,OH,45302
"Anna, TX",District #22,Central,TX,75409
"Annabella, UT",District #33,West,UT,84711
"Annada, MO",District #29,Central,MO,63330
"Annandale On Hudson, NY",District #01,East,NY,12504
"Annandale, MN",District #28,Central,MN,55302
"Annandale, NJ",District #03,East,NJ,08801
"Annandale, VA",District #07,East,VA,22003
"Annapolis Junction, MD",District #05,East,MD,20701
"Annapolis, CA",District #36,West,CA,95412
"Annapolis, IL",District #17,East,IL,62413
"Annapolis, MD",District #05,East,MD,21401
"Annapolis, MD",District #05,East,MD,21402
"Annapolis, MD",District #05,East,MD,21403
"Annapolis, MD",District #05,East,MD,21404
"Annapolis, MD",District #05,East,MD,21405
"Annapolis, MD",District #05,East,MD,21409
"Annapolis, MD",District #05,East,MD,21411
"Annapolis, MD",District #05,East,MD,21412
"Annapolis, MO",District #29,Central,MO,63620
"Annawan, IL",District #27,Central,IL,61234
"Annemanie, AL",District #24,Central,AL,36721
"Anniston, AL",District #09,East,AL,36201
"Anniston, AL",District #09,East,AL,36202
"Anniston, AL",District #09,East,AL,36204
"Anniston, AL",District #09,East,AL,36205
"Anniston, AL",District #09,East,AL,36206
"Anniston, AL",District #09,East,AL,36207
"Anniston, MO",District #25,Central,MO,63820
"Annona, TX",District #25,Central,TX,75550
"Annville, KY",District #19,East,KY,40402
"Annville, PA",District #05,East,PA,17003
"Anoka, MN",District #28,Central,MN,55303
"Anselmo, NE",District #30,Central,NE,68813
"Ansley, NE",District #30,Central,NE,68814
"Anson, TX",District #22,Central,TX,79501
"Ansonia, CT",District #02,East,CT,06401
"Ansonia, OH",District #16,East,OH,45303
"Ansonville, NC",District #11,East,NC,28007
"Ansted, WV",District #15,East,WV,25812
"Antelope, CA",District #35,West,CA,95843
"Antelope, MT",District #32,Central,MT,59211
"Antelope, OR",District #35,West,OR,97001
"Antes Fort, PA",District #06,East,PA,17720
"Anthon, IA",District #32,Central,IA,51004
"Anthony, FL",District #12,East,FL,32617
"Anthony, KS",District #21,Central,KS,67003
"Anthony, NM",District #39,West,NM,88021
"Anthony, TX",District #39,West,TX,79821
"Antigo, WI",District #26,Central,WI,54409
"Antimony, UT",District #33,West,UT,84712
"Antioch, CA",District #36,West,CA,94509
"Antioch, CA",District #36,West,CA,94531
"Antioch, IL",District #31,Central,IL,60002
